business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,Food,Restaurants,Bars,CoffeeTea,SpecFood,FastFood,Bakeries,Desserts,SushiBars,Cafes,Canadian,Juice,Pubs,EthnicFood,Japanese,IceCream,Sandwiches,Breakfast,Lounges,Chinese,Beer,Burgers,Wine,Shopping,American,Monday,Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday,fullbar,beerandwine,PriceRange1,PriceRange2,PriceRange3,PriceRange4,FreeWiFi,quiet_noise,veryloud_noise,loud_noise,PaidWiFi,GoodForKids,RestaurantsReservations,Caters,RestaurantsTableService,RestaurantsTakeOut,OutdoorSeating,BikeParking,HasTV,RestaurantsGoodForGroups,RestaurantsDelivery,checkins,UserExp,compliment_count,Simplified_PostalCode,PricingRange,DaysOpen
KcOWx9eV-It7CnIRGdd54w,Malta Bake Shop,3256 Dundas Street W,Toronto,ON,M6P 2A3,43.6655905,-79.4786111,4,15,1,"Bakeries, Food",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9:0-17:0,8:0-16:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,16,3,0,P,1,7
kiM0dnSml_VIMQ-jYPE71w,Pennies,127 Strachan Ave,Toronto,ON,M6J 2S7,43.6432667,-79.4121503,4,5,1,"Nightlife, Pubs, Restaurants, Bars",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17:0-1:0,12:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,12:0-2:0,12:0-2:0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,6,0,0,J,2,7
NhltyeTQSLCwnTSkGFl6bA,Tim Hortons,175 Bloor Street E,Toronto,ON,M4W 3R8,43.6709561,-79.38259043,4,21,1,"Cafes, Donuts, Coffee & Tea, Bakeries, Restaurants, Food",1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,225,3,0,W,1,7
xxzkIJhJ0bR99mhLYPzNfA,Rose Reisman's Personal Gourmet,18 Banigan Drive,Toronto,ON,M4H 1G9,43.7054705,-79.3519029,2.5,3,1,"Food Delivery Services, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,3,7
eC0QNHw3Qk_jnCaIMe4g-Q,Yonge Seafood Gourmet,2044 Yonge Street,Toronto,ON,M4S 1Z9,43.7013977,-79.397441,3.5,4,1,"Food Delivery Services, Specialty Food, Seafood Markets, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10:30-19:0,11:0-18:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,9:30-18:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,S,2,7
SitCGPChCqlHO3bfn4GKLA,The Birchcliff,1666 Kingston Road,Toronto,ON,M1N 1S5,43.69183582,-79.26448445,3,9,1,"Restaurants, Coffee & Tea, Cafes, Food",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7:0-18:0,9:0-17:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,8:0-17:0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,24,1,0,N,1,7
1w0Tko5c-8HxsAdOUX81lg,QQ Thai Ice Cream,"3278 Midland Avenue, Unit D117",Toronto,ON,M1V,43.8054959,-79.288485,3.5,94,1,"Desserts, Ice Cream & Frozen Yogurt, Food",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13:0-23:0,13:0-23:0,13:0-23:0,13:0-23:0,13:0-23:0,13:0-23:30,13:0-23:30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,127,11,0,V,1,7
DIVF4oo86EGupm5CC60sZg,Hunters Landing Bar Grill Hub Restaurant,82 Fort York Blvd,Toronto,ON,M5V 4A6,43.6399996,-79.3966205,3.5,186,1,"Restaurants, Comfort Food, Nightlife, Canadian (New), Bars",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11:0-2:0,10:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,10:0-0:0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,338,20,2,V,2,7
uANuB3YVqjRWychfyhXJvA,Japan Sushi,482 Bloor Street W,Toronto,ON,M5S 1X8,43.6655822,-79.4095666,3.5,39,1,"Restaurants, Japanese, Sushi Bars",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12:0-22:45,17:0-22:45,11:45-22:45,17:0-22:45,11:45-22:45,11:45-0:0,11:45-12:0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,97,7,0,S,2,7
Jc6Bpv0RN6IPwRoV31PuSA,Moroco Chocolat,215 Madison Avenue,Toronto,ON,M5R 2S6,43.67502302,-79.40563612,3,8,0,"Specialty Food, Chocolatiers & Shops, Desserts, Food",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,11:0-17:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,2,0,R,2,6
3_pqjWhP3js9AQy3Ktm2uw,Shoxs Billiard Lounge,2827 Dundas Street West,Toronto,ON,M6P 1Y6,43.6653114,-79.4635943,3,31,1,"Nightlife, Casinos, Arts & Entertainment, Pool Halls, Sports Bars, American (Traditional), Restaurants, Bars",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11:0-2:0,12:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,169,6,0,P,2,7
tf4FoM-A_I469qTUbLZs5Q,M Square Coffee Co,"123 Queen Street W, Unit C24",Toronto,ON,M5H 2M9,43.651134,-79.383527,4,45,1,"Coffee & Tea, Restaurants, Food, Cafes, Specialty Food",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:0-0:0,1/1/1900 0:00,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,9:0-16:0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,125,4,0,H,1,6
U5MnRUS9jNhq8a3-abfmcw,King Catering,1695 Dufferin Street,Toronto,ON,M6E 3N9,43.6786654,-79.4429186,4,5,1,"Caterers, Personal Chefs, Event Planning & Services, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:0-0:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,2,7
GW5oBBgoznV97tIap_WRZw,Mi'hito Sushi Laboratory,55 Avenue Road,Toronto,ON,M5G 1C9,43.67113783,-79.39445134,4,3,1,"Sushi Bars, Restaurants, Fast Food",1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11:0-19:0,12:0-18:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,G,2,7
VBcmyBxAPcpzbbnPbFfttA,La Bettola di Terroni,106 Victoria St,Toronto,ON,M5C 2B4,43.6521997,-79.3781549,3.5,128,1,"Italian, Restaurants, Food",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,144,10,0,C,2,7
VAE8gdXm7JAml0CLTs3kNA,O'Grady's Tap & Grill,171 College Street,Toronto,ON,M5T 1P7,43.6588888,-79.3938004,2.5,40,1,"Restaurants, Nightlife, Pubs, Irish, Bars",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,88,9,0,T,2,7
bNHeKmkBx5emT9xLfdWyjw,Tokyo Sushi,33 St Joseph Street,Toronto,ON,M4Y 1J8,43.66559882,-79.38698404,4,101,1,"Restaurants, Japanese, Sushi Bars",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10:30-22:30,12:0-22:0,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,221,10,0,Y,2,7
c6ZJNNcruSMntRbm_VtbRg,Bread & Roses Bakery Cafe,2232 Bloor Street W,Toronto,ON,M6S 1N6,43.6512819,-79.4768455,3.5,43,1,"Restaurants, Breakfast & Brunch, Bakeries, Food",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7:0-20:0,8:0-18:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-19:0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,127,11,0,S,1,7
tMMEhYse_vbL-hBaI9pIug,St. Louis Bar & Grill,561 Danforth Ave.,Toronto,ON,M4K 1P9,43.6782674,-79.3470562,2.5,25,1,"Nightlife, Bars, Restaurants, American (Traditional), Chicken Wings, Sports Bars",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-2:0,11:30-2:0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,63,5,0,K,2,7
OOR7VcqIARWprmRH9NWEMA,Tim Hortons,148 Simcoe Street,Toronto,ON,M5H 3E5,43.6497483,-79.387175,1.5,6,1,"Delicatessen, Donuts, Coffee & Tea, Food",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,4,1,H,1,7
VC_67dpNS6bDk7qE47Atsg,Drunken Chicken,6070 Yonge Street,Toronto,ON,M2M 3W6,43.7899687,-79.4185424,4.5,16,1,"Korean, Nightlife, Chicken Wings, Pubs, Restaurants, Bars",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16:0-1:0,16:0-1:0,16:0-1:0,16:0-1:0,16:0-1:0,16:0-2:0,16:0-2:0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2,0,M,2,7
D87tFO-R6U8f4-e0r4Zq_g,Yorkville Crepes,"18 Yorkville Avenue, Unit 1",Toronto,ON,M4W 3Y8,43.6721931,-79.3878664,3.5,160,1,"Creperies, Cafes, French, Restaurants, Desserts, Food",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-19:30,10:0-18:0,10:0-18:0,10:0-18:0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,226,21,0,W,2,7
KMoGrkbhRsy1jYlwiZx7kQ,Better and Better Bakery and Cafe,586 Bloor Street W,Toronto,ON,M6G 1K4,43.6648309,-79.4126283,4,8,0,"Coffee & Tea, Food",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,G,1,7
1MWisTwY8qTTPbz52HEeWA,Cefiore Frozen Yogurt,362 Bloor St W,Toronto,ON,M5S 1X2,43.6662901,-79.4057808,4,5,0,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Coffee & Tea, Food",1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12:0-23:0,1/1/1900 0:00,12:0-23:0,12:0-23:0,12:0-23:0,12:0-0:0,12:0-0:0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,S,2,6
00SGRNBhyPJScnMltVFl-Q,Ellas Meat Market,674 Pape Ave,Toronto,ON,M4K 3S5,43.6782295,-79.3447303,5,8,1,"Food, Meat Shops, Specialty Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,K,2,7
oG8JRklfrpXq_bP0hH6BGA,Vanak Restaurant,6036 Yonge Street,Toronto,ON,M2M 3W5,43.7898425,-79.4180592,2.5,3,1,"Restaurants, Fast Food, Sandwiches, Salad, Food",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11:0-0:0,11:0-23:30,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,M,2,7
q9V8hi0I-OxEKLEBSQEg3A,Marjo Bakery,2838 Victoria Park Avenue,Toronto,ON,M2J 4A8,43.7886507,-79.3306017,5,5,1,"Desserts, Cafes, Restaurants, Bakeries, Patisserie/Cake Shop, Food",1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8:0-19:30,1/1/1900 0:00,8:0-19:30,8:0-19:30,8:0-19:30,8:0-19:30,8:0-18:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,J,1,6
brwKwPGLy0-RInUCk8TkKQ,Lolabar,1173 Dundas Street E,Toronto,ON,M4M 3P1,43.6645453,-79.3418084,3.5,11,0,"Lounges, Pubs, Nightlife, Bars",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,101,5,0,M,1,7
Onnk1dC98D8w7g4UXoXxLQ,Popeyes Louisiana Kitchen,2202 Jane Street,Toronto,ON,M3M 1A4,43.7223069,-79.5108917,1.5,3,1,"Restaurants, Food, Chicken Wings, Fast Food",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,M,1,7
ebCjCmlO_M8ZFfyDr-s3hQ,Sukoshi Mart,"160 Baldwin Street, Store 7B",Toronto,ON,M5T 3K7,43.65486749,-79.40027343,3.5,32,1,"Convenience Stores, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,40,1,0,T,2,7
IZkxEGnSHctJTLocK8PhLQ,LCBO,20 Bloor Street E,Toronto,ON,M4W 3G7,43.67085643,-79.38527346,3,5,1,"Beer, Wine & Spirits, Shopping, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,10:0-20:0,12:0-17:0,10:0-20:0,10:0-20:0,10:0-21:0,10:0-21:0,10:0-18:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,32,2,0,W,2,7
bFiqLXT4M8kYbrTBUzoH-A,Mac's Sushi,"York U Student Centre, 4700 Keele Street, 2nd Floor",Toronto,ON,M3J 1P3,43.7742081,-79.4983331,4,7,1,"Japanese, Restaurants, Sushi Bars",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10:0-21:0,1/1/1900 0:00,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-19:0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,2,0,J,2,6
TMUPcmHwUtK3UV-9Rfs_ew,Wokking On Wheels,130 St George Street,Toronto,ON,M5S 1A5,43.66440453,-79.39862124,3.5,3,1,"Food Trucks, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,S,1,7
jUdkAoyuXqCjCjkP2zzD0w,Booster Juice,"200 Wellington Street West, Unit #380",Toronto,ON,M5V 3C7,43.6459076,-79.3878224,4.5,3,1,"Juice Bars & Smoothies, Food",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7:30-19:0,1/1/1900 0:00,7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0,1/1/1900 0:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,26,1,0,V,2,5
voVFOIp4mUHElDeryPfHkg,Baskin Robbins,275 Dundas St W,Toronto,ON,M5T 3K1,43.6541583,-79.3904907,3,6,1,"Ice Cream & Frozen Yogurt, Custom Cakes, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,T,2,7
zTJg9_VFyXiQQ0PegucaJg,Golden House,1280 Yonge St,Toronto,ON,M4T 1W5,43.6836767,-79.3925313,3.5,11,1,"Chinese, Ethnic Food, Food, Restaurants, Specialty Food",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11:30-22:0,16:0-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,16:0-23:0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,2,0,0,T,1,7
Ge-5UxGCk1M4C97bIilXAQ,Uncle George's Place,93 Front Street East,Toronto,ON,M5E 1C3,43.6490516,-79.3717741,3.5,5,0,"Food, Shopping, Health Markets, Specialty Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1/1/1900 0:00,1/1/1900 0:00,8:0-18:0,8:0-18:0,8:0-18:0,8:0-19:0,6:0-17:0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,E,3,5
tHjRafhkBKYDdlKAD7Dntg,Cactus Club Cafe,"25 The West Mall, Ste 700",Toronto,ON,M9C 1B8,43.61294394,-79.55994031,3.5,13,1,"Canadian (New), Nightlife, Restaurants, Bars, Cocktail Bars",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:0-0:0,11:30-1:0,11:30-1:0,17:0-1:0,11:30-1:0,11:30-1:0,11:30-1:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,C,2,7
eSSr6I0nt-IZrkq4RgrUbA,Yumys Chicken & Seafood,2879 Lawrence Avenue E,Toronto,ON,M1P,43.7535598,-79.2531625,2.5,3,1,"Restaurants, Seafood, Chicken Shop, Fast Food",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11:30-21:30,12:0-21:30,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,P,2,7
JHqMbMw8OXfy2hKWw3WXSw,The Cupcake Outlet,374 Browns Line Avenue,Toronto,ON,M8W 3T6,43.6005122,-79.5449175,4.5,3,0,"Desserts, Food",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,W,2,7
MH3WJlnNHKWCpZ2q7YbuOw,The Draft House,678 Yonge Street,Toronto,ON,M4Y 2A6,43.6673978,-79.3857345,3.5,30,1,"Breakfast & Brunch, Nightlife, Diners, Sports Bars, Restaurants, Bars",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,53,8,0,Y,2,7
Sy9XPnOgEr7PemrYPWB7yw,Fit For Life,25 York St,Toronto,ON,M5J 2V5,43.6434772,-79.3809606,3,5,1,"Restaurants, Sandwiches, Food, Bagels, Salad, Fast Food",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6:30-8:0,10:30-19:0,6:30-8:0,6:30-8:0,6:30-8:0,6:30-8:0,10:30-19:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,J,2,7
C_VoO9M9Kuhn6EObmpvWow,Slab Burgers,47 Charles Street W,Toronto,ON,M4Y 2R4,43.66818196,-79.38842329,3.5,75,1,"Burgers, Restaurants, Specialty Food, Food",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11:0-22:0,12:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,12:0-21:0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,108,7,0,Y,2,7
MgoEkPsXklev_tPagA7RCw,Artful Dodger Pub,10 Isabella Street,Toronto,ON,M4Y 1N1,43.6678941,-79.3851886,3.5,73,1,"Pubs, Nightlife, Bars",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,477,24,1,Y,2,7
hsgtedqml9ZDB2cbTZe_mA,Tim Hortons,73 Front St E,Toronto,ON,M5E 1B8,43.6486942,-79.3731313,3,5,0,"Donuts, Coffee & Tea, Food",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,E,1,7
WFq0VNN0L5Nw4bcz6AJ57g,Starbucks,504 St. Clair Avenue W,Toronto,ON,M5R 3E9,43.68329432,-79.41853481,3.5,9,1,"Restaurants, Coffee & Tea, Cafes, Food",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,108,2,0,R,2,7
SDSDJp-d_qUibvLF2FfsCQ,Glory Hole Doughnuts,1596 Queen Street W,Toronto,ON,M6R 1A8,43.63978123,-79.44133622,3.5,214,1,"Donuts, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9:0-18:0,10:0-17:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,10:0-17:0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,236,36,2,R,2,7
s_Pob8TopJ3htux7mWnMIw,Robo Sushi,9-865 York mills rd,Toronto,ON,M3B 1Y6,43.7548156,-79.3494478,3,38,1,"Dim Sum, Chinese, Restaurants, Sushi Bars",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,B,2,7
QgEU46HyDmnPI3GQPBCH9Q,Kensington Brewing Company,299 Augusta Avenue,Toronto,ON,M5T 2M2,43.65648,-79.4027046,4.5,30,1,"Nightlife, Bars, Breweries, Food",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-1:0,12:0-1:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,69,0,0,T,1,7
EJWbSb7IYXdJP6J-SL8yxg,Total Cleanse,"1111 Finch Avenue W, Suite 21",Toronto,ON,M3J 2E5,43.7666396,-79.4742113,4,9,1,"Specialty Food, Health Markets, Food Delivery Services, Juice Bars & Smoothies, Food",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-16:0,10:0-16:0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,J,3,7
